Codigo_Cliente;Segmento_RFM;CLV_Estimado;CLV_Categoria;Score_Saude_Cliente;Prioridade_Acao;Estrategia_Recomendada;Receita_Total;Ticket_Medio;Num_Transacoes;Days_Since_Last_Purchase;Risco_Churn_Flag;R_Score;F_Score;M_Score;RFM_Score;Estado_Estimado;Faixa_Etaria_Estimada;Genero_Estimado;Categoria_Preferida;Canal_Preferencial;Padrao_Sazonal;Primeira_Compra;Ultima_Compra;Quantidade_sum;Produtos_Unicos;Grupo_Produto_<lambda>;Total_Itens;Customer_Lifecycle_Days;Avg_Days_Between_Purchases;Recency_Days;Frequency_Count;Monetary_Value;Purchase_Frequency_Annual;Estimated_Margin_Per_Purchase;Estimated_Lifetime_Years;CLV_Projetado_24M;Estado_Civil_Estimado;Mes_Pico_Compras;Proxima_Compra_Prevista_Dias;Investimento_Sugerido;ROI_Esperado_Estrategia;Score_Atividade;Score_Fidelidade;Score_Valor;Score_Potencial;Score_Urgencia
CM0040554;Leais;183757.98;Premium;38.4;5;Fidelizacao_Pontos;8750.38;1250.0542857142857;7;4;0;4;3;5;435;SP;26-35;Masculino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-22;2025-05-22;223;7;ALIANCA PRATA;7;1;0.1;4;7;8750.38;70.0;750.0325714285714;3.5;367515.96;Solteiro;5;0.0;2000.0;3.8;85.7;4.3;9.6;9.6;20
CM0052103;Leais;101872.89;Premium;38.4;5;Fidelizacao_Pontos;4851.09;808.515;6;3;0;5;3;4;534;SP;26-35;Feminino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-23;2025-05-23;103;6;ANEL PRATA;6;1;0.2;3;6;4851.09;60.0;485.109;3.5;203745.78;Casado;5;0.0;2000.0;3.8;89.3;3.7;5.3;5.3;20
C000008315;Potenciais_Leais;-151673.76;;38.2;5;Campanha_Frequencia;-7222.5599999999995;-555.5815384615385;13;3;0;5;5;1;551;SP;26-35;Masculino;Brincos;E-commerce;Outono;2025-04-28;2025-05-23;67;11;ALIANCA UNITY;13;26;2.0;3;13;-7222.5599999999995;130.0;-333.3489230769231;3.5;-303347.52;Solteiro;4;0.0;-12133.9;2.8;89.3;8.1;0.0;0.0;0
CM0037026;Leais;89802.72;Premium;38.1;5;Fidelizacao_Pontos;4276.32;855.2639999999999;5;3;0;5;3;4;534;RJ;26-35;Masculino;Brincos;WhatsApp_VIP;Datas_Comemorativas;2025-05-23;2025-05-23;102;5;ANEL PRATA;5;1;0.2;3;5;4276.32;50.0;513.1583999999999;3.5;179605.44;Casado;5;0.0;2000.0;3.8;89.3;3.1;4.7;4.7;20
C000008421;Leais;51603.51;Premium;38.0;5;Fidelizacao_Pontos;2457.31;307.16375;8;3;0;5;4;3;543;PR;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-15;2025-05-23;26;8;ALIANCA PRATA;8;9;1.1;3;8;2457.31;80.0;184.29825;3.5;103207.02;Casado;5;0.0;2000.0;3.8;89.3;5.0;2.7;2.7;20
CM0028040;Potenciais_Leais;12766.95;Medio;38.0;5;Campanha_Frequencia;607.95;55.26818181818182;11;3;0;5;4;2;542;RJ;26-35;Feminino;Brincos;Presencial;Outono;2025-04-29;2025-05-23;16;6;FINANCEIRO;11;25;2.3;3;11;607.95;110.0;33.160909090909094;3.5;25533.9;Casado;4;0.0;800.0;2.8;89.3;6.8;0.7;0.8;0
C000008385;Potenciais_Leais;8771.49;Medio;37.9;5;Campanha_Frequencia;417.69;37.97181818181818;11;3;0;5;4;2;542;SP;18-25;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-08;2025-05-23;12;8;ALIANCA LATAO FOLHEA;11;16;1.5;3;11;417.69;110.0;22.783090909090905;3.5;17542.98;Casado;5;0.0;701.72;2.8;89.3;6.8;0.5;0.6;0
C000008463;Leais;44352.0;Premium;37.9;5;Fidelizacao_Pontos;2112.0;264.0;8;3;0;5;4;3;543;SP;26-35;Feminino;Brincos;Presencial;Outono;2025-04-30;2025-05-23;52;8;ALIANCA LATAO FOLHEA;8;24;3.0;3;8;2112.0;80.0;158.4;3.5;88704.0;Casado;4;0.0;2000.0;3.8;89.3;5.0;2.3;2.3;20
CM0045327;Leais;142333.8;Premium;37.8;5;Fidelizacao_Pontos;6777.8;968.2571428571429;7;4;0;4;3;5;435;SP;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-12;2025-05-22;131;7;ALIANCA LATAO FOLHEA;7;11;1.6;4;7;6777.8;70.0;580.9542857142857;3.5;284667.6;Solteiro;5;0.0;2000.0;3.8;85.7;4.3;7.4;7.4;20
CM0042889;Potenciais_Leais;24836.91;Alto;37.5;5;Campanha_Frequencia;1182.71;78.84733333333334;15;4;0;4;5;2;452;SP;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-13;2025-05-22;45;9;ALIANCA PRATA;15;10;0.7;4;15;1182.71;150.0;47.3084;3.5;49673.82;Solteiro;5;0.0;800.0;2.8;85.7;9.3;1.3;1.6;0
CM0005288;Leais;31071.6;Premium;37.3;5;Fidelizacao_Pontos;1479.6;246.6;6;3;0;5;3;3;533;PR;18-25;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-09;2025-05-23;31;5;ALIANCA LATAO FOLHEA;6;15;2.5;3;6;1479.6;60.0;147.95999999999998;3.5;62143.2;Solteiro;5;0.0;2000.0;3.8;89.3;3.7;1.6;1.6;20
CM0054786;Leais;31596.6;Premium;37.3;5;Fidelizacao_Pontos;1504.6;250.76666666666665;6;3;0;5;3;3;533;RJ;18-25;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-23;2025-05-23;34;6;ANEL PRATA;6;1;0.2;3;6;1504.6;60.0;150.45999999999998;3.5;63193.2;Casado;5;0.0;2000.0;3.8;89.3;3.7;1.6;1.6;20
CM0027045;Potenciais_Leais;23953.65;Alto;37.0;5;Campanha_Frequencia;1140.65;228.13000000000002;5;3;0;5;3;2;532;MG;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-23;2025-05-23;28;5;ALIANCA PRATA;5;1;0.2;3;5;1140.65;50.0;136.87800000000001;3.5;47907.3;Solteiro;5;0.0;800.0;2.8;89.3;3.1;1.2;1.4;0
CM0035139;Potenciais_Leais;12621.84;Medio;37.0;5;Campanha_Frequencia;601.04;100.17333333333333;6;3;0;5;3;2;532;RS;26-35;Masculino;Pulseiras;Presencial;Outono;2025-04-28;2025-05-23;7;3;ALIANCA LATAO FOLHEA;6;26;4.3;3;6;601.04;60.0;60.104;3.5;25243.68;Casado;4;1.2999999999999998;800.0;2.8;89.3;3.7;0.7;0.8;0
CM0054071;Leais;194733.84;Premium;37.0;5;Fidelizacao_Pontos;9273.04;1545.506666666667;6;5;0;4;3;5;435;SP;36-50;Feminino;Colares;Presencial;Datas_Comemorativas;2025-05-21;2025-05-21;52;6;ALIANCA PRATA;6;1;0.2;5;6;9273.04;60.0;927.3040000000001;3.5;389467.68;Solteiro;5;0.0;2000.0;3.8;82.1;3.7;10.1;10.1;20
CM0047467;Leais;50292.48;Premium;36.9;5;Fidelizacao_Pontos;2394.88;239.488;10;4;0;4;4;3;443;SP;26-35;Masculino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-22;2025-05-22;49;10;ALIANCA PRATA;10;1;0.1;4;10;2394.88;100.0;143.6928;3.5;100584.96;Solteiro;5;0.0;2000.0;3.8;85.7;6.2;2.6;2.6;20
CM0059708;Potenciais_Leais;19014.66;Alto;36.9;5;Campanha_Frequencia;905.4599999999999;181.09199999999998;5;3;0;5;3;2;532;RJ;18-25;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-02;2025-05-23;51;4;ALIANCA BLEND;5;22;4.4;3;5;905.4599999999999;50.0;108.6552;3.5;38029.32;Casado;5;1.4000000000000004;800.0;2.8;89.3;3.1;1.0;1.2;0
CM0005517;Leais;293874.84;Premium;36.8;5;Fidelizacao_Pontos;13994.04;1166.17;12;7;0;3;5;5;355;RJ;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-19;2025-05-19;305;12;ALIANCA PRATA;12;1;0.1;7;12;13994.04;120.0;699.702;3.5;587749.68;Casado;5;0.0;2000.0;3.8;75.0;7.5;15.3;15.3;20
CM0005553;Potenciais_Leais;5462.94;Medio;36.6;5;Campanha_Frequencia;260.14;21.67833333333333;12;4;0;4;5;1;451;RS;26-35;Masculino;Brincos;E-commerce;Datas_Comemorativas;2025-05-02;2025-05-22;14;10;ALIANCA ACO;12;21;1.8;4;12;260.14;120.0;13.006999999999998;3.5;10925.88;Solteiro;5;0.0;437.04;2.8;85.7;7.5;0.3;0.4;0
CM0033028;Potenciais_Leais;-1792.98;;36.6;5;Campanha_Frequencia;-85.38;-17.076;5;3;0;5;3;1;531;RS;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-21;2025-05-23;-5;5;ALIANCA ACO;5;3;0.6;3;5;-85.38;50.0;-10.2456;3.5;-3585.96;Solteiro;5;0.0;-143.44;2.8;89.3;3.1;0.0;0.0;0
CM0046031;Leais;69442.17;Premium;36.6;5;Fidelizacao_Pontos;3306.77;472.3957142857143;7;4;0;4;3;4;434;RS;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-22;2025-05-22;81;7;ALIANCA PRATA;7;1;0.1;4;7;3306.77;70.0;283.43742857142854;3.5;138884.34;Casado;5;0.0;2000.0;3.8;85.7;4.3;3.6;3.6;20
CM0016283;Potenciais_Leais;6023.64;Medio;36.4;5;Campanha_Frequencia;286.84;26.076363636363634;11;4;0;4;4;1;441;MG;26-35;Feminino;Brincos;Presencial;Outono;2025-04-29;2025-05-22;12;8;ALIANCA ACO;11;24;2.2;4;11;286.84;110.0;15.64581818181818;3.5;12047.28;Casado;4;0.0;481.89;2.8;85.7;6.8;0.3;0.4;0
CM0030248;Leais;31278.87;Premium;36.2;5;Fidelizacao_Pontos;1489.47;64.75956521739131;23;6;0;4;5;3;453;SP;18-25;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-13;2025-05-20;24;21;ALIANCA PRATA;23;8;0.3;6;23;1489.47;230.0;38.855739130434785;3.5;62557.74;Solteiro;5;0.0;2000.0;3.8;78.6;14.3;1.6;1.6;20
CM0044501;Potenciais_Leais;-58046.94;;36.2;5;Campanha_Frequencia;-2764.14;-153.56333333333333;18;5;0;4;5;1;451;RS;18-25;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-05;2025-05-21;-63;15;ALIANCA LATAO FOLHEA;18;17;0.9;5;18;-2764.14;180.0;-92.13799999999999;3.5;-116093.88;Solteiro;5;0.0;-4643.76;2.8;82.1;11.2;0.0;0.0;0
C000008800;Leais;53959.5;Premium;36.1;5;Fidelizacao_Pontos;2569.5;513.9;5;4;0;4;3;4;434;RJ;18-25;Feminino;Brincos;WhatsApp_VIP;Datas_Comemorativas;2025-05-22;2025-05-22;5;5;ALIANCA UNITY;5;1;0.2;4;5;2569.5;50.0;308.34;3.5;107919.0;Casado;5;0.0;2000.0;3.8;85.7;3.1;2.8;2.8;20
CM0028659;Leais;35459.34;Premium;35.9;5;Fidelizacao_Pontos;1688.54;281.42333333333335;6;4;0;4;3;3;433;RS;18-25;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-22;2025-05-22;25;6;ALIANCA LATAO FOLHEA;6;1;0.2;4;6;1688.54;60.0;168.854;3.5;70918.68;Casado;5;0.0;2000.0;3.8;85.7;3.7;1.8;1.8;20
CM0060597;Leais;32671.38;Premium;35.9;5;Fidelizacao_Pontos;1555.78;259.2966666666667;6;4;0;4;3;3;433;MG;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-05;2025-05-22;8;4;FINANCEIRO;6;18;3.0;4;6;1555.78;60.0;155.578;3.5;65342.76;Casado;5;0.0;2000.0;3.8;85.7;3.7;1.7;1.7;20
CM0015102;Leais;36426.39;Premium;35.8;5;Fidelizacao_Pontos;1734.59;346.918;5;4;0;4;3;3;433;PR;18-25;Masculino;Pulseiras;WhatsApp_VIP;Datas_Comemorativas;2025-05-13;2025-05-22;5;3;FINANCEIRO;5;10;2.0;4;5;1734.59;50.0;208.1508;3.5;72852.78;Solteiro;5;0.0;2000.0;3.8;85.7;3.1;1.9;1.9;20
CM00917472;Potenciais_Leais;24741.57;Alto;35.8;5;Campanha_Frequencia;1178.17;196.36166666666668;6;4;0;4;3;2;432;PR;18-25;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-22;2025-05-22;31;6;ALIANCA ACO;6;1;0.2;4;6;1178.17;60.0;117.81700000000001;3.5;49483.14;Solteiro;5;0.0;800.0;2.8;85.7;3.7;1.3;1.6;0
CM0055113;Leais;39250.89;Premium;35.7;5;Fidelizacao_Pontos;1869.0900000000001;155.75750000000002;12;5;0;4;5;3;453;MG;18-25;Feminino;Pulseiras;Presencial;Outono;2025-04-30;2025-05-21;30;11;ALIANCA PRATA;12;22;1.8;5;12;1869.0900000000001;120.0;93.45450000000001;3.5;78501.78;Casado;4;0.0;2000.0;3.8;82.1;7.5;2.0;2.0;20
CM0005372;Potenciais_Leais;5875.17;Medio;35.5;5;Campanha_Frequencia;279.77;46.62833333333333;6;4;0;4;3;1;431;RS;18-25;Feminino;Pulseiras;E-commerce;Outono;2025-04-30;2025-05-22;7;4;FINANCEIRO;6;23;3.8;4;6;279.77;60.0;27.976999999999997;3.5;11750.34;Casado;4;0.0;470.01;2.8;85.7;3.7;0.3;0.4;0
CM0034329;Potenciais_Leais;20545.98;Alto;35.5;5;Campanha_Frequencia;978.38;195.676;5;4;0;4;3;2;432;PR;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-22;2025-05-22;21;5;ANEL PRATA;5;1;0.2;4;5;978.38;50.0;117.40559999999999;3.5;41091.96;Casado;5;0.0;800.0;2.8;85.7;3.1;1.1;1.3;0
CM0049928;Leais;106182.3;Premium;35.4;5;Fidelizacao_Pontos;5056.3;1011.26;5;5;0;4;3;5;435;SP;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-21;2025-05-21;221;5;ALIANCA PRATA;5;1;0.2;5;5;5056.3;50.0;606.756;3.5;212364.6;Casado;5;0.0;2000.0;3.8;82.1;3.1;5.5;5.5;20
CM0042821;Leais;424719.33;Premium;35.3;5;Fidelizacao_Pontos;20224.73;652.4106451612903;31;12;0;3;5;5;355;RJ;26-35;Masculino;Pulseiras;WhatsApp_VIP;Outono;2025-04-29;2025-05-14;91;24;ALIANCA PRATA;31;16;0.5;12;31;20224.73;310.0;391.4463870967742;3.5;849438.66;Casado;4;0.0;2000.0;3.8;57.1;19.3;22.1;22.1;20
CM0056845;Leais;188915.79;Premium;35.0;5;Fidelizacao_Pontos;8995.99;817.8172727272727;11;7;0;3;5;5;355;RS;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-13;2025-05-19;116;10;ALIANCA PRATA;11;7;0.6;7;11;8995.99;110.0;490.6903636363636;3.5;377831.58;Casado;5;0.0;2000.0;3.8;75.0;6.8;9.8;9.8;20
CM0005800;Leais;409032.33;Premium;34.9;5;Fidelizacao_Pontos;19477.73;1298.5153333333333;15;10;0;3;5;5;355;SP;26-35;Feminino;Brincos;Presencial;Outono;2025-04-30;2025-05-16;713;13;ALIANCA LATAO FOLHEA;15;17;1.1;10;15;19477.73;150.0;779.1092;3.5;818064.66;Casado;4;0.0;2000.0;3.8;64.3;9.3;21.3;21.3;20
CM0045965;Leais;383109.3;Premium;34.9;5;Fidelizacao_Pontos;18243.3;729.732;25;11;0;3;5;5;355;SP;26-35;Feminino;Brincos;Presencial;Outono;2025-04-30;2025-05-15;167;25;ALIANCA PRATA;25;16;0.6;11;25;18243.3;250.0;437.83919999999995;3.5;766218.6;Solteiro;4;0.0;2000.0;3.8;60.7;15.5;20.0;20.0;20
CM0047148;Potenciais_Leais;19751.34;Alto;34.9;5;Campanha_Frequencia;940.54;55.32588235294117;17;6;0;4;5;2;452;SP;26-35;Feminino;Pulseiras;Presencial;Outono;2025-04-30;2025-05-20;19;15;ALIANCA PRATA;17;21;1.2;6;17;940.54;170.0;33.1955294117647;3.5;39502.68;Casado;4;0.0;800.0;2.8;78.6;10.6;1.0;1.2;0
CM0043707;Leais;331800.0;Premium;34.6;5;Fidelizacao_Pontos;15800.0;790.0;20;10;0;3;5;5;355;MG;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-16;2025-05-16;20;20;ANEL 10K;20;1;0.0;10;20;15800.0;200.0;474.0;3.5;663600.0;Casado;5;0.0;2000.0;3.8;64.3;12.4;17.3;17.3;20
CM0055165;Potenciais_Leais;7081.62;Medio;34.5;5;Campanha_Frequencia;337.21999999999997;42.152499999999996;8;5;0;4;4;1;441;SP;18-25;Feminino;Brincos;E-commerce;Outono;2025-04-30;2025-05-21;11;5;ALIANCA PRATA;8;22;2.8;5;8;337.21999999999997;80.0;25.291499999999996;3.5;14163.24;Solteiro;4;0.0;566.53;2.8;82.1;5.0;0.4;0.5;0
CM0055691;Leais;80135.58;Premium;34.4;5;Fidelizacao_Pontos;3815.98;224.46941176470588;17;7;0;3;5;4;354;MG;18-25;Feminino;Pulseiras;Presencial;Outono;2025-04-29;2025-05-19;128;7;ALIANCA LATAO FOLHEA;17;21;1.2;7;17;3815.98;170.0;134.68164705882353;3.5;160271.16;Casado;4;0.0;2000.0;3.8;75.0;10.6;4.2;4.2;20
CM0035062;Potenciais_Leais;15421.56;Alto;34.1;5;Campanha_Frequencia;734.36;56.48923076923077;13;6;0;4;5;2;452;MG;18-25;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-13;2025-05-20;14;11;ALIANCA PRATA;13;8;0.6;6;13;734.36;130.0;33.89353846153846;3.5;30843.12;Casado;5;0.0;800.0;2.8;78.6;8.1;0.8;1.0;0
CM0057945;Potenciais_Leais;9728.04;Medio;33.9;5;Campanha_Frequencia;463.24;92.648;5;5;0;4;3;2;432;RJ;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-08;2025-05-21;15;4;ALIANCA MOEDA;5;14;2.8;5;5;463.24;50.0;55.5888;3.5;19456.08;Solteiro;5;0.0;778.24;2.8;82.1;3.1;0.5;0.6;0
CM0047616;Leais;70755.93;Premium;33.7;5;Fidelizacao_Pontos;3369.33;561.555;6;6;0;4;3;4;434;MG;18-25;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-20;2025-05-20;98;6;ALIANCA PRATA;6;1;0.2;6;6;3369.33;60.0;336.93299999999994;3.5;141511.86;Casado;5;0.0;2000.0;3.8;78.6;3.7;3.7;3.7;20
CM0005213;Leais;30348.36;Premium;33.6;5;Fidelizacao_Pontos;1445.1599999999999;160.57333333333332;9;6;0;4;4;3;443;RS;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-12;2025-05-20;48;8;ALIANCA PRATA;9;9;1.0;6;9;1445.1599999999999;90.0;96.344;3.5;60696.72;Casado;5;0.0;2000.0;3.8;78.6;5.6;1.6;1.6;20
CM0042441;Leais;122711.4;Premium;33.4;5;Fidelizacao_Pontos;5843.4;730.425;8;7;0;3;4;5;345;SP;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-08;2025-05-19;170;6;FINANCEIRO;8;12;1.5;7;8;5843.4;80.0;438.25499999999994;3.5;245422.8;Casado;5;0.0;2000.0;3.8;75.0;5.0;6.4;6.4;20
CM0057900;Potenciais_Leais;9314.97;Medio;33.4;5;Campanha_Frequencia;443.57;44.357;10;6;0;4;4;2;442;RS;26-35;Feminino;Brincos;Presencial;Outono;2025-04-30;2025-05-20;9;6;ALIANCA PRATA;10;21;2.1;6;10;443.57;100.0;26.6142;3.5;18629.94;Casado;4;0.0;745.2;2.8;78.6;6.2;0.5;0.6;0
CM0058376;Leais;46123.14;Premium;33.4;5;Fidelizacao_Pontos;2196.34;313.7628571428572;7;6;0;4;4;3;443;RJ;18-25;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-02;2025-05-20;8;5;FINANCEIRO;7;19;2.7;6;7;2196.34;70.0;188.2577142857143;3.5;92246.28;Solteiro;5;0.0;2000.0;3.8;78.6;4.3;2.4;2.4;20
CM0030343;Leais;38937.78;Premium;33.2;5;Fidelizacao_Pontos;1854.18;309.03000000000003;6;6;0;4;3;3;433;RJ;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-20;2025-05-20;43;6;ALIANCA PRATA;6;1;0.2;6;6;1854.18;60.0;185.418;3.5;77875.56;Casado;5;0.0;2000.0;3.8;78.6;3.7;2.0;2.0;20
CM0051084;Leais;101502.66;Premium;33.1;5;Fidelizacao_Pontos;4833.46;604.1825;8;7;0;3;4;4;344;MG;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-19;2025-05-19;112;8;ALIANCA PRATA;8;1;0.1;7;8;4833.46;80.0;362.5095;3.5;203005.32;Solteiro;5;0.0;2000.0;3.8;75.0;5.0;5.3;5.3;20
CM0056897;Leais;35264.67;Premium;33.1;5;Fidelizacao_Pontos;1679.2700000000002;279.8783333333334;6;6;0;4;3;3;433;RS;26-35;Masculino;Brincos;WhatsApp_VIP;Datas_Comemorativas;2025-05-13;2025-05-20;17;5;FINANCEIRO;6;8;1.3;6;6;1679.2700000000002;60.0;167.92700000000002;3.5;70529.34;Casado;5;0.0;2000.0;3.8;78.6;3.7;1.8;1.8;20
CM0059654;Leais;122463.39;Premium;33.0;5;Fidelizacao_Pontos;5831.59;971.9316666666667;6;7;0;3;3;5;335;RJ;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-09;2025-05-19;13;3;FINANCEIRO;6;11;1.8;7;6;5831.59;60.0;583.159;3.5;244926.78;Casado;5;0.0;2000.0;3.8;75.0;3.7;6.4;6.4;20
CM0026175;Potenciais_Leais;12823.02;Medio;32.9;5;Campanha_Frequencia;610.62;87.23142857142857;7;6;0;4;3;2;432;SP;18-25;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-20;2025-05-20;15;7;ALIANCA ACO;7;1;0.1;6;7;610.62;70.0;52.33885714285714;3.5;25646.04;Casado;5;0.0;800.0;2.8;78.6;4.3;0.7;0.8;0
C000008462;Potenciais_Leais;2750.79;Baixo;32.8;5;Campanha_Frequencia;130.99;18.712857142857143;7;6;0;4;3;1;431;SP;18-25;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-02;2025-05-20;7;4;ALIANCA ACO;7;19;2.7;6;7;130.99;70.0;11.227714285714285;3.5;5501.58;Casado;5;0.0;220.06;2.8;78.6;4.3;0.1;0.1;0
C000008693;Potenciais_Leais;5726.91;Medio;32.8;5;Campanha_Frequencia;272.71;38.958571428571425;7;6;0;4;3;1;431;PR;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-20;2025-05-20;8;7;ALIANCA PRATA;7;1;0.1;6;7;272.71;70.0;23.375142857142855;3.5;11453.82;Casado;5;0.0;458.15;2.8;78.6;4.3;0.3;0.4;0
CM0024644;Leais;462000.0;Premium;32.7;5;Fidelizacao_Pontos;22000.0;1571.4285714285713;14;12;0;3;5;5;355;RJ;36-50;Masculino;Colares;Presencial;Datas_Comemorativas;2025-05-14;2025-05-14;24;14;CORRENTE;14;1;0.1;12;14;22000.0;140.0;942.8571428571428;3.5;924000.0;Casado;5;0.0;2000.0;3.8;57.1;8.7;24.1;24.1;20
CM0026979;Potenciais_Leais;8146.95;Medio;32.7;5;Campanha_Frequencia;387.95000000000005;64.65833333333335;6;6;0;4;3;2;432;RS;26-35;Feminino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-20;2025-05-20;6;6;BRUTA 2;6;1;0.2;6;6;387.95000000000005;60.0;38.79500000000001;3.5;16293.9;Casado;5;0.0;651.76;2.8;78.6;3.7;0.4;0.5;0
CM0052184;Potenciais_Leais;8263.71;Medio;32.7;5;Campanha_Frequencia;393.51;65.585;6;6;0;4;3;2;432;MG;26-35;Masculino;Pulseiras;E-commerce;Outono;2025-04-28;2025-05-20;7;4;ALIANCA LATAO FOLHEA;6;23;3.8;6;6;393.51;60.0;39.35099999999999;3.5;16527.42;Casado;4;0.0;661.1;2.8;78.6;3.7;0.4;0.5;0
CM0057840;Leais;36636.81;Premium;32.6;5;Fidelizacao_Pontos;1744.61;158.60090909090908;11;7;0;3;5;3;353;MG;26-35;Feminino;Pulseiras;Presencial;Outono;2025-04-29;2025-05-19;19;8;ALIANCA PRATA;11;21;1.9;7;11;1744.61;110.0;95.16054545454544;3.5;73273.62;Solteiro;4;0.0;2000.0;3.8;75.0;6.8;1.9;1.9;20
C000008571;Potenciais_Leais;24799.95;Alto;32.5;5;Campanha_Frequencia;1180.95;28.117857142857144;42;11;0;3;5;2;352;MG;26-35;Masculino;Brincos;Presencial;Datas_Comemorativas;2025-05-15;2025-05-15;47;42;ALIANCA ACO;42;1;0.0;11;42;1180.95;420.0;16.870714285714286;3.5;49599.9;Casado;5;0.0;800.0;2.8;60.7;26.1;1.3;1.6;0
CM0046108;Potenciais_Leais;8306.34;Medio;32.5;5;Campanha_Frequencia;395.54;79.108;5;6;0;4;3;2;432;RJ;26-35;Masculino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-09;2025-05-20;5;3;ALIANCA ACO;5;12;2.4;6;5;395.54;50.0;47.464800000000004;3.5;16612.68;Solteiro;5;0.0;664.51;2.8;78.6;3.1;0.4;0.5;0
CM0005626;Leais;34143.69;Premium;32.4;5;Fidelizacao_Pontos;1625.8899999999999;162.589;10;7;0;3;4;3;343;RJ;26-35;Masculino;Pulseiras;Presencial;Datas_Comemorativas;2025-05-08;2025-05-19;25;8;ALIANCA ACO;10;12;1.2;7;10;1625.8899999999999;100.0;97.5534;3.5;68287.38;Casado;5;0.0;2000.0;3.8;75.0;6.2;1.8;1.8;20
CM0049176;Leais;61920.18;Premium;32.2;5;Fidelizacao_Pontos;2948.58;421.2257142857143;7;7;0;3;3;4;334;PR;26-35;Feminino;Brincos;Presencial;Datas_Comemorativas;2025-05-19;2025-05-19;77;7;ALIANCA LATAO FOLHEA;7;1;0.1;7;7;2948.58;70.0;252.73542857142854;3.5;123840.36;Casado;5;0.0;2000.0;3.8;75.0;4.3;3.2;3.2;20
CM0042560;Potenciais_Leais;-192382.26;;32.0;5;Campanha_Frequencia;-9161.060000000001;-832.8236363636365;11;7;0;3;4;1;341;MG;26-35;Feminino;Brincos;E-commerce;Datas_Comemorativas;2025-05-19;2025-05-19;-35;11;ALIANCA BLEND;11;1;0.1;7;11;-9161.060000000001;110.0;-499.6941818181819;3.5;-384764.52;Casado;5;0.0;-15390.58;2.8;75.0;6.8;0.0;0.0;0
CM0051977;Regulares;39663.33;Premium;31.2;5;Manutencao_Relacionamento;1888.73;629.5766666666667;3;7;0;3;2;3;323;MG;26-35;Masculino;Pulseiras;E-commerce;Datas_Comemorativas;2025-05-19;2025-05-19;3;3;FINANCEIRO;3;1;0.3;7;3;1888.73;30.0;377.74600000000004;3.5;79326.66;Casado;5;0.0;800.0;2.0;75.0;1.9;2.1;2.1;20
CM0005401;Potenciais_Leais;10689.21;Medio;31.1;5;Campanha_Frequencia;509.01;101.80199999999999;5;7;0;3;3;2;332;PR;18-25;Feminino;Pulseiras;E-commerce;Outono;2025-04-28;2025-05-19;5;3;ALIANCA LATAO FOLHEA;5;22;4.4;7;5;509.01;50.0;61.081199999999995;3.5;21378.42;Casado;4;0.0;800.0;2.8;75.0;3.1;0.6;0.7;0
